Year,Up.To.Round,Team,CF.Playoff.PP,CA.Playoff.PP,FenFor.Playoff.PP,FenAga.Playoff.PP,SCF.Playoff.PP,SCA.Playoff.PP,HDSV.Playoff.PP,HDCF.Playoff.PP,HDCA.Playoff.PP,SavePercentage.Playoff.PP,PDO.Playoff.PP,xGF.Playoff.PP,xGA.Playoff.PP
2016,finals,Pittsburgh Penguins,115.22,10.42,88.87,9.81,63.74,5.52,100,24.51,3.68,90.91,1.061,8.16,0.66
2016,finals,New York Rangers,103.18,15.01,78.79,13.13,43.15,7.5,50,18.76,5.63,75,0.821,6.03,0.86
2016,finals,Minnesota Wild,84.02,5.09,56.01,2.55,38.19,2.55,NA,25.46,0,100,1.25,6.54,0.11
2016,finals,Dallas Stars,96.49,9.92,65.83,8.12,48.7,2.71,NA,20.74,0.9,100,1.107,6.56,0.34
2016,finals,Chicago Blackhawks,103.62,5.76,76.76,5.76,51.81,3.84,NA,24.95,0,100,1.2,8.46,0.46
2016,finals,St Louis Blues,96.16,16.14,73,11.23,51.94,7.72,100,21.76,2.81,92.31,1.123,6.99,0.87
2016,finals,Nashville Predators,100.86,8.1,72.88,6.63,49.33,1.47,100,11.04,0.74,100,1.053,5.24,0.25
2016,finals,Anaheim Ducks,96.45,15.6,72.34,14.18,48.23,5.67,100,26.95,2.84,100,1.121,7.71,0.87
2016,finals,San Jose Sharks,122.4,11.36,83.91,10.73,61.2,7.57,75,24.61,3.15,86.67,1.069,7.77,0.63
2016,finals,Los Angeles Kings,154.21,0,111.67,0,85.08,0,NA,53.18,0,NA,NA,11.59,0
2017,quarter-finals,New York Rangers,84.26,28.09,61.28,28.09,40.85,5.11,NA,10.21,0,100,1.056,4.23,0.74
2017,quarter-finals,Montreal Canadiens,88.93,13.17,67.52,8.23,37.88,0,NA,16.47,0,80,0.894,5.35,0.15
2017,quarter-finals,Boston Bruins,107.08,10.2,71.39,7.65,45.89,0,NA,10.2,0,100,1.2,4.63,0.13
2017,quarter-finals,Ottawa Senators,88.31,9.63,56.2,8.03,38.54,8.03,50,12.85,3.21,75,0.942,4.2,0.45
2017,quarter-finals,Toronto Maple Leafs,96.03,3.77,71.55,3.77,45.19,0,NA,20.71,0,100,1.111,6.49,0.06
2017,quarter-finals,Washington Capitals,104.24,12.12,84.85,12.12,48.48,4.85,100,9.7,2.42,100,1.227,5.96,0.45
2017,quarter-finals,Columbus Blue Jackets,105.45,23.43,90.81,17.58,58.58,14.65,75,26.36,14.65,83.33,0.907,8.36,1.22
2017,quarter-finals,Pittsburgh Penguins,132.48,17.83,101.91,10.19,94.27,5.1,NA,30.57,0,100,1.185,13.81,0.32
2017,quarter-finals,Nashville Predators,82.47,4.12,45.36,0,41.24,0,NA,4.12,0,NA,NA,3.91,0
2017,quarter-finals,Chicago Blackhawks,95.26,7.94,67.48,3.97,43.66,0,NA,3.97,0,100,1.182,4.81,0.11
2017,quarter-finals,St Louis Blues,108.38,14.14,89.53,11.78,51.83,0,NA,21.2,0,100,1.037,6.57,0.41
2017,quarter-finals,Minnesota Wild,65.23,14.1,49.36,12.34,31.73,5.29,100,12.34,1.76,100,1.136,4.73,0.52
2017,quarter-finals,Calgary Flames,119.38,7.96,103.46,5.31,71.63,2.65,NA,39.79,0,100,1.222,11.94,0.25
2017,quarter-finals,Anaheim Ducks,107.01,8.23,76.83,8.23,52.13,8.23,50,27.44,5.49,66.67,0.825,6.44,1.13
2017,quarter-finals,Edmonton Oilers,120.15,8.9,68.97,6.67,62.3,6.67,100,15.57,4.45,100,1.083,5.98,0.57
2017,quarter-finals,San Jose Sharks,107.33,23.28,72.41,16.81,58.19,12.93,50,24.57,2.59,77.78,0.921,7.48,1.58
2017,semi-finals,New York Rangers,103.95,21.19,79.73,20.19,47.43,8.07,100,25.23,5.05,100,1.054,6.29,1.05
2017,semi-finals,Montreal Canadiens,88.93,13.17,67.52,8.23,37.88,0,NA,16.47,0,80,0.894,5.35,0.15
2017,semi-finals,Boston Bruins,107.08,10.2,71.39,7.65,45.89,0,NA,10.2,0,100,1.2,4.63,0.13
2017,semi-finals,Ottawa Senators,84.45,17.07,53.91,16.17,38.63,9.88,66.67,14.37,2.7,76.92,0.903,4.62,1.4
2017,semi-finals,Toronto Maple Leafs,96.03,3.77,71.55,3.77,45.19,0,NA,20.71,0,100,1.111,6.49,0.06
2017,semi-finals,Washington Capitals,104.52,9.25,77.7,8.32,50.87,3.7,66.67,17.57,2.77,87.5,1.044,6.72,0.47
2017,semi-finals,Columbus Blue Jackets,105.45,23.43,90.81,17.58,58.58,14.65,75,26.36,14.65,83.33,0.907,8.36,1.22
2017,semi-finals,Pittsburgh Penguins,101.74,14.67,77.28,9.78,65.54,5.87,100,24.46,0.98,100,1.145,8.71,0.43
2017,semi-finals,Nashville Predators,106.75,2.81,75.85,1.4,47.76,0,NA,18.26,0,100,1.132,7.57,0.01
2017,semi-finals,Chicago Blackhawks,95.26,7.94,67.48,3.97,43.66,0,NA,3.97,0,100,1.182,4.81,0.11
2017,semi-finals,St Louis Blues,97.27,8.94,76.02,7.83,46.96,2.24,100,19.01,1.12,100,1.044,6.45,0.53
2017,semi-finals,Minnesota Wild,65.23,14.1,49.36,12.34,31.73,5.29,100,12.34,1.76,100,1.136,4.73,0.52
2017,semi-finals,Calgary Flames,119.38,7.96,103.46,5.31,71.63,2.65,NA,39.79,0,100,1.222,11.94,0.25
2017,semi-finals,Anaheim Ducks,116.1,7.74,86.11,6.77,61.92,4.84,50,28.06,2.9,80,0.885,8.08,0.57
2017,semi-finals,Edmonton Oilers,121.46,8.74,81.26,7.86,74.27,3.5,100,28.83,2.62,100,1.132,9.21,0.4
2017,semi-finals,San Jose Sharks,107.33,23.28,72.41,16.81,58.19,12.93,50,24.57,2.59,77.78,0.921,7.48,1.58
2017,finals,New York Rangers,103.95,21.19,79.73,20.19,47.43,8.07,100,25.23,5.05,100,1.054,6.29,1.05
2017,finals,Montreal Canadiens,88.93,13.17,67.52,8.23,37.88,0,NA,16.47,0,80,0.894,5.35,0.15
2017,finals,Boston Bruins,107.08,10.2,71.39,7.65,45.89,0,NA,10.2,0,100,1.2,4.63,0.13
2017,finals,Ottawa Senators,86.8,16.42,57.48,15.84,36.95,9.97,83.33,15.25,3.52,85,0.947,4.91,1.25
2017,finals,Toronto Maple Leafs,96.03,3.77,71.55,3.77,45.19,0,NA,20.71,0,100,1.111,6.49,0.06
2017,finals,Washington Capitals,104.52,9.25,77.7,8.32,50.87,3.7,66.67,17.57,2.77,87.5,1.044,6.72,0.47
2017,finals,Columbus Blue Jackets,105.45,23.43,90.81,17.58,58.58,14.65,75,26.36,14.65,83.33,0.907,8.36,1.22
2017,finals,Pittsburgh Penguins,102.95,14.89,79.64,11.01,62.16,4.53,100,25.9,0.65,100,1.163,8.55,0.41
2017,finals,Nashville Predators,97.32,5.12,70.98,3.66,43.9,2.2,100,16.1,0.73,100,1.108,6.79,0.19
2017,finals,Chicago Blackhawks,95.26,7.94,67.48,3.97,43.66,0,NA,3.97,0,100,1.182,4.81,0.11
2017,finals,St Louis Blues,97.27,8.94,76.02,7.83,46.96,2.24,100,19.01,1.12,100,1.044,6.45,0.53
2017,finals,Minnesota Wild,65.23,14.1,49.36,12.34,31.73,5.29,100,12.34,1.76,100,1.136,4.73,0.52
2017,finals,Calgary Flames,119.38,7.96,103.46,5.31,71.63,2.65,NA,39.79,0,100,1.222,11.94,0.25
2017,finals,Anaheim Ducks,113.74,7.8,85.79,6.5,59.79,4.55,66.67,23.4,3.25,85.71,0.941,7.51,0.47
2017,finals,Edmonton Oilers,121.46,8.74,81.26,7.86,74.27,3.5,100,28.83,2.62,100,1.132,9.21,0.4
2017,finals,San Jose Sharks,107.33,23.28,72.41,16.81,58.19,12.93,50,24.57,2.59,77.78,0.921,7.48,1.58
2018,quarter-finals,New Jersey Devils,112.08,7.6,87.39,7.6,36.09,3.8,100,9.5,3.8,100,1.086,5.93,0.46
2018,quarter-finals,Tampa Bay Lightning,114.02,13.08,97.2,13.08,54.21,7.48,100,18.69,3.74,85.71,0.992,8.06,1.19
2018,quarter-finals,Toronto Maple Leafs,113.86,16.96,84.79,14.54,55.72,4.85,NA,19.38,0,100,1.174,7.6,0.45
2018,quarter-finals,Boston Bruins,96.33,13.06,76.73,11.43,57.14,4.9,50,19.59,3.27,80,1.006,7.37,0.54
2018,quarter-finals,Columbus Blue Jackets,85.22,14.95,61.3,11.96,46.35,4.49,50,14.95,2.99,85.71,0.995,5.07,0.77
2018,quarter-finals,Washington Capitals,126.87,14.42,92.27,14.42,56.23,8.65,100,17.3,2.88,80,0.973,8.7,0.98
2018,quarter-finals,Philadelphia Flyers,79.02,9.48,52.15,7.9,44.25,3.16,NA,22.12,0,100,1.091,4.38,0.24
2018,quarter-finals,Pittsburgh Penguins,75.31,17.8,53.4,15.06,41.08,4.11,66.67,10.95,4.11,90.91,1.126,5.1,0.97
2018,quarter-finals,Nashville Predators,101.49,13.4,68.94,11.49,44.04,3.83,NA,15.32,0,100,1.115,5.4,0.42
2018,quarter-finals,Colorado Avalanche,70.48,28.19,58.15,24.67,38.77,10.57,100,12.33,5.29,100,1.077,4.91,1.17
2018,quarter-finals,Minnesota Wild,124.72,5.67,82.2,2.83,59.53,2.83,NA,22.68,0,NA,NA,7.38,0.21
2018,quarter-finals,Winnipeg Jets,122.33,17.48,75.73,14.56,43.69,8.74,100,14.56,8.74,100,1.176,4.74,1.26
2018,quarter-finals,Los Angeles Kings,88.61,17.72,63.29,15.19,27.85,7.59,NA,10.13,0,100,1.048,3.95,0.51
2018,quarter-finals,Vegas Golden Knights,111.65,5.45,84.42,5.45,40.85,0,NA,16.34,0,100,1.053,6.53,0
2018,quarter-finals,Anaheim Ducks,107.33,11.6,75.42,11.6,55.12,5.8,100,23.21,2.9,100,1.095,7.37,0.54
2018,quarter-finals,San Jose Sharks,135.34,30.93,110.2,30.93,79.27,9.67,100,48.34,5.8,100,1.167,12.29,1.83
2018,semi-finals,New Jersey Devils,112.08,7.6,87.39,7.6,36.09,3.8,100,9.5,3.8,100,1.086,5.93,0.46
2018,semi-finals,Tampa Bay Lightning,102.94,15.91,83.29,14.97,50.53,6.55,75,16.84,3.74,84.62,1.005,7.26,1.03
2018,semi-finals,Toronto Maple Leafs,113.86,16.96,84.79,14.54,55.72,4.85,NA,19.38,0,100,1.174,7.6,0.45
2018,semi-finals,Boston Bruins,114.1,10.48,87.32,9.31,69.86,3.49,50,25.61,2.33,80,1.003,8.56,0.39
2018,semi-finals,Columbus Blue Jackets,85.22,14.95,61.3,11.96,46.35,4.49,50,14.95,2.99,85.71,0.995,5.07,0.77
2018,semi-finals,Washington Capitals,117.02,12.9,82.93,12.9,58.05,6.45,100,17.51,1.84,88.89,1.077,7.46,0.71
2018,semi-finals,Philadelphia Flyers,79.02,9.48,52.15,7.9,44.25,3.16,NA,22.12,0,100,1.091,4.38,0.24
2018,semi-finals,Pittsburgh Penguins,92,21.95,67.53,18.57,46.42,6.75,83.33,21.1,5.91,95,1.139,7.3,1.17
2018,semi-finals,Nashville Predators,101.62,11.07,73.45,9.06,49.3,3.02,100,12.07,1.01,100,1.145,5.64,0.3
2018,semi-finals,Colorado Avalanche,70.48,28.19,58.15,24.67,38.77,10.57,100,12.33,5.29,100,1.077,4.91,1.17
2018,semi-finals,Minnesota Wild,124.72,5.67,82.2,2.83,59.53,2.83,NA,22.68,0,NA,NA,7.38,0.21
2018,semi-finals,Winnipeg Jets,93.71,23.12,65.72,21.91,45.03,9.74,75,14.6,7.3,92.86,1.104,5.56,1.25
2018,semi-finals,Los Angeles Kings,88.61,17.72,63.29,15.19,27.85,7.59,NA,10.13,0,100,1.048,3.95,0.51
2018,semi-finals,Vegas Golden Knights,109.06,13.19,82.68,12.31,46.62,3.52,100,22.87,0.88,100,1.115,6.68,0.45
2018,semi-finals,Anaheim Ducks,107.33,11.6,75.42,11.6,55.12,5.8,100,23.21,2.9,100,1.095,7.37,0.54
2018,semi-finals,San Jose Sharks,142.2,22.07,102.97,20.43,72.74,8.17,100,41.68,4.09,100,1.126,11.34,1.4
2018,finals,New Jersey Devils,112.08,7.6,87.39,7.6,36.09,3.8,100,9.5,3.8,100,1.086,5.93,0.46
2018,finals,Tampa Bay Lightning,95.55,13.29,76.57,12.02,48.09,6.33,83.33,17.09,3.8,86.67,1.055,6.71,0.87
2018,finals,Toronto Maple Leafs,113.86,16.96,84.79,14.54,55.72,4.85,NA,19.38,0,100,1.174,7.6,0.45
2018,finals,Boston Bruins,114.1,10.48,87.32,9.31,69.86,3.49,50,25.61,2.33,80,1.003,8.56,0.39
2018,finals,Columbus Blue Jackets,85.22,14.95,61.3,11.96,46.35,4.49,50,14.95,2.99,85.71,0.995,5.07,0.77
2018,finals,Washington Capitals,122.1,12.61,85.6,12.61,57.07,5.97,100,21.9,1.99,91.67,1.087,7.82,0.6
2018,finals,Philadelphia Flyers,79.02,9.48,52.15,7.9,44.25,3.16,NA,22.12,0,100,1.091,4.38,0.24
2018,finals,Pittsburgh Penguins,92,21.95,67.53,18.57,46.42,6.75,83.33,21.1,5.91,95,1.139,7.3,1.17
2018,finals,Nashville Predators,101.62,11.07,73.45,9.06,49.3,3.02,100,12.07,1.01,100,1.145,5.64,0.3
2018,finals,Colorado Avalanche,70.48,28.19,58.15,24.67,38.77,10.57,100,12.33,5.29,100,1.077,4.91,1.17
2018,finals,Minnesota Wild,124.72,5.67,82.2,2.83,59.53,2.83,NA,22.68,0,NA,NA,7.38,0.21
2018,finals,Winnipeg Jets,104.82,19.89,75.75,18.36,48.97,6.89,80,17.6,5.36,95,1.107,6.4,0.95
2018,finals,Los Angeles Kings,88.61,17.72,63.29,15.19,27.85,7.59,NA,10.13,0,100,1.048,3.95,0.51
2018,finals,Vegas Golden Knights,117.57,13.22,84.17,11.13,50.78,2.78,100,22.96,0.7,100,1.114,6.82,0.38
2018,finals,Anaheim Ducks,107.33,11.6,75.42,11.6,55.12,5.8,100,23.21,2.9,100,1.095,7.37,0.54
2018,finals,San Jose Sharks,142.2,22.07,102.97,20.43,72.74,8.17,100,41.68,4.09,100,1.126,11.34,1.4
2019,quarter-finals,Columbus Blue Jackets,89.48,17.21,65.39,13.77,37.86,10.33,0,13.77,6.88,50,0.833,4.55,1.09
2019,quarter-finals,Tampa Bay Lightning,83.72,11.96,65.78,5.98,47.84,11.96,NA,17.94,0,0,0.111,4.86,0.32
2019,quarter-finals,Toronto Maple Leafs,104.96,8.93,80.4,4.47,60.3,0,NA,17.87,0,100,1.13,6.25,0.01
2019,quarter-finals,Boston Bruins,92.99,17.71,84.13,15.5,64.21,13.28,100,26.57,4.43,100,1.212,7.53,1.22
2019,quarter-finals,Carolina Hurricanes,88.44,14.97,62.59,13.61,28.57,1.36,NA,10.88,0,100,1.086,4.57,0.36
2019,quarter-finals,Washington Capitals,120.78,8.23,93.33,8.23,67.25,5.49,0,31.57,2.74,50,0.654,8.56,0.58
2019,quarter-finals,Pittsburgh Penguins,113.65,21.5,64.51,21.5,64.51,0,NA,21.5,0,100,1.077,5.94,0.47
2019,quarter-finals,New York Islanders,106.82,8.66,80.83,8.66,72.17,5.77,100,37.53,5.77,100,1.087,9.22,0.44
2019,quarter-finals,Dallas Stars,115.13,14,93.34,12.45,70.01,7.78,100,20.22,1.56,100,1.095,8.42,0.56
2019,quarter-finals,Nashville Predators,98.77,10.08,60.47,6.05,52.41,6.05,100,26.2,4.03,100,1,5.02,0.5
2019,quarter-finals,St Louis Blues,105.03,18.54,86.5,16.48,53.55,12.36,50,26.77,4.12,85.71,1.042,10.6,0.63
2019,quarter-finals,Winnipeg Jets,93.36,21.97,71.4,21.97,46.68,5.49,NA,13.73,0,100,1.231,5.75,0.69
2019,quarter-finals,Calgary Flames,107.07,14.14,74.75,14.14,38.38,8.08,100,16.16,2.02,66.67,0.867,5.64,1.14
2019,quarter-finals,Colorado Avalanche,98.69,23.5,67.36,17.23,45.43,7.83,100,20.37,6.27,100,1.135,7.09,1.44
2019,quarter-finals,San Jose Sharks,132.54,17.97,90.98,13.48,69.64,8.99,50,41.56,4.49,77.78,0.895,10.39,0.89
2019,quarter-finals,Vegas Golden Knights,104.18,11.58,76.69,8.68,57.88,5.79,NA,28.94,0,75,0.945,8.37,0.24
2019,semi-finals,Columbus Blue Jackets,98.17,20.08,75.86,18.96,37.93,11.16,66.67,14.5,5.58,84.62,0.994,6.07,1.16
2019,semi-finals,Tampa Bay Lightning,83.72,11.96,65.78,5.98,47.84,11.96,NA,17.94,0,0,0.111,4.86,0.32
2019,semi-finals,Toronto Maple Leafs,104.96,8.93,80.4,4.47,60.3,0,NA,17.87,0,100,1.13,6.25,0.01
2019,semi-finals,Boston Bruins,94.18,20.25,73.92,18.23,53.67,13.16,100,26.33,5.06,100,1.175,7.04,1.15
2019,semi-finals,Carolina Hurricanes,93.09,13.82,65.44,12.9,30.41,2.76,NA,12.9,0.92,100,1.075,5.1,0.44
2019,semi-finals,Washington Capitals,120.78,8.23,93.33,8.23,67.25,5.49,0,31.57,2.74,50,0.654,8.56,0.58
2019,semi-finals,Pittsburgh Penguins,113.65,21.5,64.51,21.5,64.51,0,NA,21.5,0,100,1.077,5.94,0.47
2019,semi-finals,New York Islanders,106,9.64,78.47,9.64,68.83,5.51,100,30.29,4.13,100,1.116,9.25,0.47
2019,semi-finals,Dallas Stars,118.39,10.03,95.32,9.03,72.24,5.02,100,26.09,1,100,1.119,8.51,0.36
2019,semi-finals,Nashville Predators,98.77,10.08,60.47,6.05,52.41,6.05,100,26.2,4.03,100,1,5.02,0.5
2019,semi-finals,St Louis Blues,96.89,12.56,77.15,11.66,53.83,8.07,60,22.43,4.49,83.33,0.958,8.3,0.66
2019,semi-finals,Winnipeg Jets,93.36,21.97,71.4,21.97,46.68,5.49,NA,13.73,0,100,1.231,5.75,0.69
2019,semi-finals,Calgary Flames,107.07,14.14,74.75,14.14,38.38,8.08,100,16.16,2.02,66.67,0.867,5.64,1.14
2019,semi-finals,Colorado Avalanche,78.18,19.93,50.59,16.1,38.32,8.43,100,16.1,4.6,100,1.127,5.14,1.68
2019,semi-finals,San Jose Sharks,121.51,14.84,78.41,11.3,64.29,6.36,60,38.85,3.53,83.33,0.943,8.86,0.72
2019,semi-finals,Vegas Golden Knights,104.18,11.58,76.69,8.68,57.88,5.79,NA,28.94,0,75,0.945,8.37,0.24
2019,finals,Columbus Blue Jackets,98.17,20.08,75.86,18.96,37.93,11.16,66.67,14.5,5.58,84.62,0.994,6.07,1.16
2019,finals,Tampa Bay Lightning,83.72,11.96,65.78,5.98,47.84,11.96,NA,17.94,0,0,0.111,4.86,0.32
2019,finals,Toronto Maple Leafs,104.96,8.93,80.4,4.47,60.3,0,NA,17.87,0,100,1.13,6.25,0.01
2019,finals,Boston Bruins,95.51,18.8,77.46,17.3,55.65,11.28,100,31.59,3.76,100,1.213,7.8,0.99
2019,finals,Carolina Hurricanes,98.46,12.73,72.33,12.06,34.83,3.35,NA,16.74,0.67,100,1.06,6.24,0.44
2019,finals,Washington Capitals,120.78,8.23,93.33,8.23,67.25,5.49,0,31.57,2.74,50,0.654,8.56,0.58
2019,finals,Pittsburgh Penguins,113.65,21.5,64.51,21.5,64.51,0,NA,21.5,0,100,1.077,5.94,0.47
2019,finals,New York Islanders,106,9.64,78.47,9.64,68.83,5.51,100,30.29,4.13,100,1.116,9.25,0.47
2019,finals,Dallas Stars,118.39,10.03,95.32,9.03,72.24,5.02,100,26.09,1,100,1.119,8.51,0.36
2019,finals,Nashville Predators,98.77,10.08,60.47,6.05,52.41,6.05,100,26.2,4.03,100,1,5.02,0.5
2019,finals,St Louis Blues,95.93,14.76,73.8,13.53,49.2,7.99,50,22.14,3.69,85.71,1.002,7.67,0.75
2019,finals,Winnipeg Jets,93.36,21.97,71.4,21.97,46.68,5.49,NA,13.73,0,100,1.231,5.75,0.69
2019,finals,Calgary Flames,107.07,14.14,74.75,14.14,38.38,8.08,100,16.16,2.02,66.67,0.867,5.64,1.14
2019,finals,Colorado Avalanche,78.18,19.93,50.59,16.1,38.32,8.43,100,16.1,4.6,100,1.127,5.14,1.68
2019,finals,San Jose Sharks,111.01,16.65,75.49,13.88,58.83,7.22,66.67,34.41,3.33,89.47,1.007,8.41,0.8
2019,finals,Vegas Golden Knights,104.18,11.58,76.69,8.68,57.88,5.79,NA,28.94,0,75,0.945,8.37,0.24
